순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,Season,Category,R,TB,SAC,SF
24,양의지,NC,0.283,130,510,427,121,24,0,20,94,,,,,,,,2022,hitter,61,205,0,10
25,노시환,한화,0.281,115,490,434,122,24,1,6,59,,,,,,,,2022,hitter,55,166,0,4
26,노진혁,NC,0.280,115,451,396,111,24,0,15,75,,,,,,,,2022,hitter,50,180,3,5
27,손아섭,NC,0.277,138,617,548,152,29,4,4,48,,,,,,,,2022,hitter,72,201,1,6
28,푸이그,키움,0.277,126,547,473,131,30,0,21,73,,,,,,,,2022,hitter,65,224,0,4
29,박병호,KT,0.275,124,487,429,118,17,0,35,98,,,,,,,,2022,hitter,72,240,0,6
30,류지혁,KIA,0.274,127,477,405,111,19,2,2,48,,,,,,,,2022,hitter,55,140,8,2
1,손아섭,NC,0.339,140,609,551,187,36,3,5,65,,,,,,,,2023,hitter,97,244,1,5
2,구자욱,삼성,0.336,119,515,453,152,37,1,11,71,,,,,,,,2023,hitter,65,224,2,3
3,김혜성,키움,0.335,137,621,556,186,29,6,7,57,,,,,,,,2023,hitter,104,248,0,5
4,홍창기,LG,0.332,141,643,524,174,35,2,1,65,,,,,,,,2023,hitter,109,216,3,6
5,에레디아,SSG,0.323,122,523,473,153,29,0,12,76,,,,,,,,2023,hitter,76,218,1,1
6,김선빈,KIA,0.320,119,473,419,134,16,0,0,48,,,,,,,,2023,hitter,41,150,8,3
7,박건우,NC,0.319,130,533,458,146,34,2,12,85,,,,,,,,2023,hitter,70,220,1,9
8,박민우,NC,0.316,124,509,452,143,20,7,2,46,,,,,,,,2023,hitter,76,183,5,3
9,오스틴,LG,0.313,139,583,520,163,29,4,23,95,,,,,,,,2023,hitter,87,269,0,7
10,전준우,롯데,0.312,138,559,493,154,21,3,17,77,,,,,,,,2023,hitter,80,232,0,7
11,양의지,두산,0.305,129,510,439,134,23,0,17,68,,,,,,,,2023,hitter,56,208,0,3
12,최형우,KIA,0.302,121,508,431,130,27,1,17,81,,,,,,,,2023,hitter,64,210,0,4
13,박찬호,KIA,0.301,130,507,452,136,18,4,3,52,,,,,,,,2023,hitter,73,171,7,6
14,문보경,LG,0.301,131,542,469,141,29,5,10,72,,,,,,,,2023,hitter,77,210,9,4
15,노시환,한화,0.298,131,595,514,153,30,1,31,101,,,,,,,,2023,hitter,85,278,0,3
16,최정,SSG,0.297,128,552,471,140,31,0,29,87,,,,,,,,2023,hitter,94,258,1,6
17,김민혁,KT,0.297,113,448,397,118,20,3,3,41,,,,,,,,2023,hitter,68,153,7,5
18,황재균,KT,0.295,109,457,407,120,26,2,6,49,,,,,,,,2023,hitter,62,168,3,1
19,문성주,LG,0.294,136,534,449,132,21,4,2,57,,,,,,,,2023,hitter,77,167,6,4
20,김현수,LG,0.293,133,556,488,143,22,2,6,88,,,,,,,,2023,hitter,53,187,1,8
21,안치홍,롯데,0.292,121,494,425,124,20,1,8,63,,,,,,,,2023,hitter,57,170,5,5
22,강민호,삼성,0.290,125,495,434,126,19,0,16,77,,,,,,,,2023,hitter,60,193,1,5
23,알포드,KT,0.289,133,547,491,142,31,3,15,70,,,,,,,,2023,hitter,83,224,0,3
24,장성우,KT,0.288,131,464,410,118,22,0,11,65,,,,,,,,2023,hitter,37,173,3,7
25,정수빈,두산,0.287,137,583,498,143,14,11,2,33,,,,,,,,2023,hitter,75,185,12,2
26,피렐라,삼성,0.285,139,605,557,159,28,1,16,80,,,,,,,,2023,hitter,66,237,0,2
27,소크라테스,KIA,0.285,142,608,547,156,31,3,20,96,,,,,,,,2023,hitter,91,253,0,8
28,박해민,LG,0.285,144,558,485,138,14,2,6,59,,,,,,,,2023,hitter,80,174,24,1
29,박병호,KT,0.283,132,493,431,122,15,0,18,87,,,,,,,,2023,hitter,53,191,0,8
30,마틴,NC,0.283,118,503,435,123,20,2,17,90,,,,,,,,2023,hitter,55,198,0,10
1,에레디아,SSG,0.360,136,591,541,195,31,1,21,118,,,,,,,,2024,hitter,82,291,0,9
2,레이예스,롯데,0.352,144,632,574,202,40,3,15,111,,,,,,,,2024,hitter,88,293,0,11
3,김도영,KIA,0.347,141,625,544,189,29,10,38,109,,,,,,,,2024,hitter,143,352,1,7
4,구자욱,삼성,0.343,129,568,493,169,39,1,33,115,,,,,,,,2024,hitter,92,309,2,6
5,송성문,키움,0.340,142,602,527,179,29,4,19,104,,,,,,,,2024,hitter,88,273,0,8
6,홍창기,LG,0.336,139,637,524,176,18,3,5,73,,,,,,,,2024,hitter,96,215,1,4
7,로하스,KT,0.329,144,670,572,188,39,1,32,112,,,,,,,,2024,hitter,108,325,0,4
8,김선빈,KIA,0.329,116,466,423,139,23,0,9,57,,,,,,,,2024,hitter,48,189,7,0
9,박민우,NC,0.328,121,528,457,150,26,2,8,50,,,,,,,,2024,hitter,75,204,4,4
10,김혜성,키움,0.326,127,567,509,166,26,4,11,75,,,,,,,,2024,hitter,90,233,0,7
11,오스틴,LG,0.319,140,604,527,168,32,3,32,132,,,,,,,,2024,hitter,99,302,0,13
12,김지찬,삼성,0.316,135,535,453,143,16,3,3,36,,,,,,,,2024,hitter,102,174,12,1
13,양의지,두산,0.314,119,485,430,135,18,1,17,94,,,,,,,,2024,hitter,57,206,0,6
14,나승엽,롯데,0.312,121,489,407,127,35,4,7,66,,,,,,,,2024,hitter,59,191,2,7
15,소크라테스,KIA,0.310,140,602,552,171,30,3,26,97,,,,,,,,2024,hitter,92,285,0,5
16,허경민,두산,0.309,115,477,417,129,28,0,7,61,,,,,,,,2024,hitter,69,178,0,6
17,고승민,롯데,0.308,120,532,481,148,27,6,14,87,,,,,,,,2024,hitter,79,229,1,8
18,박찬호,KIA,0.307,134,577,515,158,24,1,5,61,,,,,,,,2024,hitter,86,199,7,6
19,데이비슨,NC,0.306,131,567,504,154,25,1,46,119,,,,,,,,2024,hitter,90,319,0,7
20,강민호,삼성,0.303,136,452,403,122,19,1,19,77,,,,,,,,2024,hitter,48,200,0,6
21,박성한,SSG,0.301,137,564,489,147,24,0,10,67,,,,,,,,2024,hitter,78,201,3,6
22,문보경,LG,0.301,144,602,519,156,35,3,22,101,,,,,,,,2024,hitter,80,263,3,13
23,권희동,NC,0.300,123,511,416,125,22,1,13,77,,,,,,,,2024,hitter,66,188,2,6
24,안치홍,한화,0.300,128,533,473,142,21,0,13,66,,,,,,,,2024,hitter,64,202,1,4
25,신민재,LG,0.297,128,474,387,115,11,6,0,40,,,,,,,,2024,hitter,78,138,15,3
26,김현수,LG,0.294,137,583,517,152,36,2,8,69,,,,,,,,2024,hitter,61,216,1,9
27,윤동희,롯데,0.293,141,613,532,156,35,4,14,85,,,,,,,,2024,hitter,97,241,2,5
28,전준우,롯데,0.293,109,483,423,124,26,2,17,82,,,,,,,,2024,hitter,57,205,1,5
29,최원준,KIA,0.292,136,508,438,128,23,3,9,56,,,,,,,,2024,hitter,75,184,7,5
30,최정,SSG,0.291,129,550,468,136,27,2,37,107,,,,,,,,2024,hitter,93,278,0,7
