순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%,Season,Category
1,이병규,LG,중견수,133,131,1149 1/3,7,0,307,8,3,0.978,0,0,0,-,2001,defense
2,류지현,LG,유격수,129,125,1074,13,0,189,402,74,0.978,0,0,0,-,2001,defense
2,최태원,SK,2루수,129,105,913 1/3,5,0,198,326,76,0.991,0,0,0,-,2001,defense
4,최기문,롯데,포수,126,124,962,8,3,659,73,11,0.989,6,76,45,37.2,2001,defense
4,김상훈,KIA,포수,126,122,1017,8,0,671,63,10,0.989,8,85,40,32.0,2001,defense
6,데이비스,한화,중견수,124,124,1069 2/3,6,0,257,9,5,0.978,0,0,0,-,2001,defense
6,마르티네스,삼성,중견수,124,121,1069 1/3,5,0,285,10,1,0.983,0,0,0,-,2001,defense
8,퀸란,현대,3루수,123,123,1061 2/3,13,0,98,239,26,0.963,0,0,0,-,2001,defense
9,박종호,현대,2루수,122,118,1000,15,0,266,351,79,0.976,0,0,0,-,2001,defense
9,홍성흔,두산,포수,122,111,968 1/3,9,1,706,70,9,0.989,11,87,48,35.6,2001,defense
11,박진만,현대,유격수,121,117,1015 1/3,25,0,195,375,90,0.958,0,0,0,-,2001,defense
11,전준호,현대,좌익수,121,109,886 2/3,3,0,180,8,1,0.984,0,0,0,-,2001,defense
13,정수근,두산,중견수,120,114,993 1/3,6,0,242,11,2,0.977,0,0,0,-,2001,defense
14,박한이,삼성,우익수,118,108,908 2/3,2,0,196,9,4,0.990,0,0,0,-,2001,defense
15,김한수,삼성,3루수,117,115,998,10,0,87,193,14,0.966,0,0,0,-,2001,defense
16,박경완,현대,포수,115,112,936,9,2,638,87,16,0.988,2,65,56,46.3,2001,defense
16,서용빈,LG,1루수,115,101,859 1/3,3,0,898,67,93,0.997,0,0,0,-,2001,defense
18,장종훈,한화,1루수,113,98,872 1/3,3,0,889,57,91,0.997,0,0,0,-,2001,defense
18,브리또,SK,유격수,113,113,966 2/3,22,0,161,325,71,0.957,0,0,0,-,2001,defense
20,이승엽,삼성,1루수,112,111,983 1/3,4,0,996,67,84,0.996,0,0,0,-,2001,defense
21,김재현,LG,좌익수,111,104,871,3,0,176,4,0,0.984,0,0,0,-,2001,defense
22,심재학,두산,우익수,110,108,884 1/3,6,0,177,5,1,0.968,0,0,0,-,2001,defense
22,강성우,SK,포수,110,88,632,6,1,488,43,7,0.989,9,62,23,27.1,2001,defense
22,안재만,SK,3루수,110,104,841 2/3,16,0,57,167,17,0.933,0,0,0,-,2001,defense
25,홍세완,KIA,유격수,109,109,914 2/3,11,0,175,291,70,0.977,0,0,0,-,2001,defense
26,김민호,두산,유격수,107,94,824,13,0,151,346,70,0.975,0,0,0,-,2001,defense
27,장원진,두산,좌익수,105,102,802 1/3,0,0,147,6,1,1.000,0,0,0,-,2001,defense
27,채종범,SK,우익수,105,96,837,2,0,196,4,0,0.990,0,0,0,-,2001,defense
29,강인권,한화,포수,104,80,646,8,0,459,30,3,0.984,3,66,14,17.5,2001,defense
30,박정태,롯데,2루수,102,97,713 1/3,11,0,200,266,62,0.977,0,0,0,-,2001,defense
1,박한이,삼성,중견수,133,132,1135 2/3,1,0,270,11,4,0.996,0,0,0,-,2002,defense
2,진갑용,삼성,포수,131,130,1130 2/3,11,2,972,92,12,0.990,12,71,50,41.3,2002,defense
2,김종국,KIA,2루수,131,129,1138 1/3,9,0,286,421,83,0.987,0,0,0,-,2002,defense
2,장성호,KIA,1루수,131,131,1152 1/3,7,0,1186,80,101,0.995,0,0,0,-,2002,defense
5,김민재,SK,유격수,129,127,1075,15,0,186,347,54,0.973,0,0,0,-,2002,defense
6,브리또,삼성,유격수,128,127,1072 2/3,22,0,181,308,59,0.957,0,0,0,-,2002,defense
6,이승엽,삼성,1루수,128,128,1145 2/3,4,0,1122,91,87,0.997,0,0,0,-,2002,defense
8,김한수,삼성,3루수,127,126,1115 1/3,11,0,94,236,20,0.968,0,0,0,-,2002,defense
9,홍성흔,두산,포수,125,125,1050,14,0,883,87,14,0.986,7,85,51,37.5,2002,defense
9,심정수,현대,우익수,125,125,1113 1/3,1,0,282,13,2,0.997,0,0,0,-,2002,defense
9,임수민,한화,2루수,125,109,931 2/3,6,0,178,311,47,0.988,0,0,0,-,2002,defense
9,페르난데스,SK,3루수,125,124,1025 1/3,24,0,100,227,17,0.932,0,0,0,-,2002,defense
13,송지만,한화,우익수,124,120,1031 1/3,6,0,237,9,4,0.976,0,0,0,-,2002,defense
14,안경현,두산,2루수,123,110,967 1/3,3,0,236,324,92,0.995,0,0,0,-,2002,defense
14,박진만,현대,유격수,123,120,1040 2/3,12,0,188,357,82,0.978,0,0,0,-,2002,defense
16,조인성,LG,포수,121,105,880,9,3,711,63,17,0.989,8,37,37,50.0,2002,defense
16,최기문,롯데,포수,121,112,889 2/3,11,0,603,45,5,0.983,8,83,23,21.7,2002,defense
18,권용관,LG,유격수,120,102,853,17,0,154,273,61,0.962,0,0,0,-,2002,defense
19,박정환,삼성,2루수,119,106,905 2/3,6,0,186,279,66,0.987,0,0,0,-,2002,defense
19,이종범,KIA,우익수,119,115,949,4,0,217,9,2,0.983,0,0,0,-,2002,defense
19,이호준,SK,1루수,119,115,982,10,0,997,79,70,0.991,0,0,0,-,2002,defense
22,최태원,SK,2루수,118,104,732,5,0,123,228,38,0.986,0,0,0,-,2002,defense
23,장원진,두산,1루수,117,92,859,4,0,912,41,82,0.996,0,0,0,-,2002,defense
23,정수근,두산,중견수,117,105,947 2/3,4,0,220,1,0,0.982,0,0,0,-,2002,defense
25,양준혁,삼성,우익수,116,114,778 1/3,3,0,140,7,3,0.980,0,0,0,-,2002,defense
25,박경완,현대,포수,116,94,841 2/3,2,5,687,53,12,0.997,8,59,31,34.4,2002,defense
27,이숭용,현대,1루수,115,107,905 1/3,5,0,894,72,85,0.995,0,0,0,-,2002,defense
28,최경환,두산,좌익수,113,85,777,0,0,143,8,1,1.000,0,0,0,-,2002,defense
28,김상훈,KIA,포수,113,109,910,6,1,664,54,8,0.992,8,48,44,47.8,2002,defense
28,김창희,KIA,중견수,113,79,794 1/3,7,0,150,6,2,0.957,0,0,0,-,2002,defense
1,박한이,삼성,중견수,132,130,1149,4,0,317,8,1,0.988,0,0,0,-,2003,defense
1,박용택,LG,좌익수,132,125,1102,2,0,256,16,1,0.993,0,0,0,-,2003,defense
1,조인성,LG,포수,132,124,1030,8,9,753,96,12,0.991,6,39,46,54.1,2003,defense
4,장성호,KIA,1루수,130,126,1107,4,0,1190,72,105,0.997,0,0,0,-,2003,defense
4,이영우,한화,좌익수,130,127,1095 2/3,2,0,248,1,0,0.992,0,0,0,-,2003,defense
6,김한수,삼성,3루수,129,127,1117,5,0,137,245,26,0.987,0,0,0,-,2003,defense
6,양준혁,삼성,좌익수,129,128,1007,6,0,173,13,3,0.969,0,0,0,-,2003,defense
6,박종호,현대,2루수,129,129,1095,13,0,297,298,72,0.979,0,0,0,-,2003,defense
6,박진만,현대,유격수,129,125,1088 1/3,19,0,205,393,75,0.969,0,0,0,-,2003,defense
6,김민재,SK,유격수,129,118,1024 1/3,12,0,199,423,67,0.981,0,0,0,-,2003,defense
11,홍세완,KIA,유격수,128,127,1080 2/3,13,0,187,365,68,0.977,0,0,0,-,2003,defense
11,안경현,두산,2루수,128,127,1017 2/3,5,0,292,310,89,0.992,0,0,0,-,2003,defense
13,이현곤,KIA,3루수,127,113,967 2/3,4,0,87,229,21,0.988,0,0,0,-,2003,defense
14,심정수,현대,우익수,126,126,1116 2/3,5,0,228,5,2,0.979,0,0,0,-,2003,defense
15,김상훈,KIA,포수,125,121,1021,7,0,733,74,5,0.991,7,37,46,55.4,2003,defense
16,강동우,삼성,우익수,123,114,977 1/3,4,0,241,6,2,0.984,0,0,0,-,2003,defense
16,이승엽,삼성,1루수,123,122,1076,5,0,1094,56,89,0.996,0,0,0,-,2003,defense
16,진갑용,삼성,포수,123,120,1046 2/3,13,1,779,71,15,0.985,8,62,42,40.4,2003,defense
16,김종국,KIA,2루수,123,120,1038,7,0,312,408,88,0.990,0,0,0,-,2003,defense
20,박경완,SK,포수,120,106,924 1/3,9,1,637,71,10,0.987,11,74,45,37.8,2003,defense
21,이숭용,현대,중견수,119,116,983 1/3,2,0,211,4,1,0.991,0,0,0,-,2003,defense
21,김수연,한화,중견수,119,84,767,3,0,224,5,1,0.987,0,0,0,-,2003,defense
23,정경배,SK,2루수,118,114,878,11,0,228,261,58,0.978,0,0,0,-,2003,defense
23,김태균,한화,1루수,118,117,1019 2/3,6,0,1012,55,80,0.994,0,0,0,-,2003,defense
25,최기문,롯데,포수,117,109,855 1/3,5,2,526,62,12,0.992,12,58,42,42.0,2003,defense
26,조성환,롯데,3루수,111,105,900,16,0,84,246,29,0.954,0,0,0,-,2003,defense
27,이도형,한화,포수,107,93,756 1/3,2,0,502,36,1,0.996,2,63,19,23.2,2003,defense
28,조경환,SK,좌익수,106,102,876 2/3,3,0,171,2,0,0.983,0,0,0,-,2003,defense
29,류지현,LG,2루수,103,96,783 1/3,8,0,198,223,48,0.981,0,0,0,-,2003,defense
29,김동수,현대,포수,103,98,828,9,0,619,76,12,0.987,8,84,51,37.8,2003,defense
1,김한수,삼성,3루수,133,133,1158 1/3,13,0,100,220,18,0.961,0,0,0,-,2004,defense
2,박종호,삼성,2루수,132,130,1131 1/3,9,0,266,362,64,0.986,0,0,0,-,2004,defense
3,박기혁,롯데,유격수,131,106,953 2/3,13,0,177,355,76,0.976,0,0,0,-,2004,defense
4,박한이,삼성,중견수,130,129,1136 1/3,2,0,256,9,2,0.993,0,0,0,-,2004,defense
5,김민재,SK,유격수,129,124,1064 1/3,15,0,207,388,86,0.975,0,0,0,-,2004,defense
6,박진만,현대,유격수,128,123,1041 1/3,14,0,199,362,63,0.976,0,0,0,-,2004,defense
6,이대호,롯데,3루수,128,125,1042 2/3,13,0,84,240,18,0.961,0,0,0,-,2004,defense
8,이숭용,현대,1루수,127,125,1056,1,0,1107,78,89,0.999,0,0,0,-,2004,defense
8,김상훈,KIA,포수,127,118,989,6,0,680,56,12,0.992,4,48,36,42.9,2004,defense
10,박경완,SK,포수,126,114,987 2/3,6,2,802,81,10,0.993,10,80,48,37.5,2004,defense
10,강동우,삼성,우익수,126,111,999 1/3,1,0,163,6,1,0.994,0,0,0,-,2004,defense
12,이병규,LG,중견수,125,120,999 1/3,4,0,256,9,3,0.985,0,0,0,-,2004,defense
13,권용관,LG,유격수,123,111,860 2/3,15,0,157,282,62,0.967,0,0,0,-,2004,defense
13,안경현,두산,2루수,123,121,1028 2/3,8,0,259,344,99,0.987,0,0,0,-,2004,defense
15,조인성,LG,포수,122,112,933 1/3,6,4,684,69,19,0.992,12,47,33,41.3,2004,defense
15,손시헌,두산,유격수,122,117,978 2/3,13,0,199,364,90,0.977,0,0,0,-,2004,defense
17,송지만,현대,중견수,120,119,969,2,0,218,6,1,0.991,0,0,0,-,2004,defense
17,전상렬,두산,중견수,120,113,945 2/3,2,0,250,4,0,0.992,0,0,0,-,2004,defense
19,김태균,한화,1루수,119,118,1014 2/3,6,0,991,71,86,0.994,0,0,0,-,2004,defense
19,데이비스,한화,중견수,119,117,988 2/3,0,0,283,8,1,1.000,0,0,0,-,2004,defense
21,정성훈,현대,3루수,118,117,1022 1/3,17,0,83,230,14,0.948,0,0,0,-,2004,defense
21,양준혁,삼성,1루수,118,114,1030,11,0,1011,93,75,0.990,0,0,0,-,2004,defense
23,전준호,현대,좌익수,117,115,962,4,0,168,5,0,0.977,0,0,0,-,2004,defense
23,채종국,현대,2루수,117,103,858 1/3,9,0,230,291,65,0.983,0,0,0,-,2004,defense
23,조동찬,삼성,유격수,117,103,932,16,0,175,320,64,0.969,0,0,0,-,2004,defense
26,장원진,두산,1루수,116,108,838 2/3,6,0,871,66,100,0.994,0,0,0,-,2004,defense
27,이종범,KIA,중견수,115,105,897 2/3,5,0,215,12,0,0.978,0,0,0,-,2004,defense
27,이영우,한화,좌익수,115,112,925 1/3,7,0,212,5,0,0.969,0,0,0,-,2004,defense
27,김동주,두산,3루수,115,112,921,16,0,65,166,14,0.935,0,0,0,-,2004,defense
30,브룸바,현대,우익수,114,113,956,3,0,168,11,4,0.984,0,0,0,-,2004,defense
1,손시헌,두산,유격수,126,125,1073,14,0,193,390,109,0.977,0,0,0,-,2005,defense
1,정경배,SK,2루수,126,125,1037,9,0,283,312,66,0.985,0,0,0,-,2005,defense
3,정성훈,현대,3루수,125,125,1065 2/3,18,0,83,233,12,0.946,0,0,0,-,2005,defense
3,김민재,SK,유격수,125,123,1076,15,0,226,341,61,0.974,0,0,0,-,2005,defense
3,이범호,한화,3루수,125,123,1080,15,0,83,283,25,0.961,0,0,0,-,2005,defense
6,김태균,한화,1루수,123,123,1062,5,0,1150,91,110,0.996,0,0,0,-,2005,defense
7,박한이,삼성,중견수,121,119,1064 1/3,4,0,237,11,1,0.984,0,0,0,-,2005,defense
8,강동우,삼성,우익수,118,93,864 1/3,1,0,180,3,0,0.995,0,0,0,-,2005,defense
8,이진영,SK,우익수,118,116,1020 1/3,3,0,215,8,2,0.987,0,0,0,-,2005,defense
10,박종호,삼성,2루수,117,116,873,10,0,211,256,46,0.979,0,0,0,-,2005,defense
11,이종범,KIA,중견수,114,108,899 1/3,4,0,195,7,1,0.981,0,0,0,-,2005,defense
11,데이비스,한화,중견수,114,114,964 1/3,4,0,213,9,2,0.982,0,0,0,-,2005,defense
11,신명철,롯데,2루수,114,92,831 2/3,5,0,232,291,70,0.991,0,0,0,-,2005,defense
14,박경완,SK,포수,112,97,881 1/3,4,1,682,74,9,0.995,7,58,45,43.7,2005,defense
15,신경현,한화,포수,110,97,810 2/3,5,1,525,61,7,0.992,3,100,36,26.5,2005,defense
16,박기혁,롯데,유격수,109,104,873,19,0,152,314,55,0.961,0,0,0,-,2005,defense
17,정수근,롯데,중견수,108,102,829 1/3,7,0,169,3,1,0.961,0,0,0,-,2005,defense
18,송지만,현대,우익수,107,100,876 2/3,3,0,210,4,1,0.986,0,0,0,-,2005,defense
18,김태균,SK,3루수,107,86,676,9,0,44,147,10,0.955,0,0,0,-,2005,defense
20,장원진,두산,1루수,106,95,756,5,0,737,47,91,0.994,0,0,0,-,2005,defense
21,조동찬,삼성,3루수,105,92,817 1/3,16,0,76,201,15,0.945,0,0,0,-,2005,defense
21,진갑용,삼성,포수,105,101,805,6,0,639,47,9,0.991,2,52,23,30.7,2005,defense
23,정수성,현대,중견수,104,97,845 2/3,4,0,213,4,1,0.982,0,0,0,-,2005,defense
24,김상훈,KIA,포수,103,93,745 1/3,6,1,569,37,10,0.990,3,57,22,27.8,2005,defense
24,장성호,KIA,1루수,103,100,881,4,0,875,63,85,0.996,0,0,0,-,2005,defense
24,박재홍,SK,중견수,103,101,829,2,0,205,5,1,0.991,0,0,0,-,2005,defense
24,강민호,롯데,포수,103,65,580 2/3,9,1,500,32,6,0.983,4,58,17,22.7,2005,defense
28,안경현,두산,2루수,101,101,779,3,0,199,259,74,0.993,0,0,0,-,2005,defense
29,라이온,롯데,1루수,99,87,750 1/3,4,0,796,61,70,0.995,0,0,0,-,2005,defense
30,김한수,삼성,1루수,96,92,777 2/3,5,0,782,59,54,0.994,0,0,0,-,2005,defense
1,손시헌,두산,유격수,126,125,1076 2/3,15,0,210,348,78,0.974,0,0,0,-,2006,defense
1,강민호,롯데,포수,126,126,1040,12,3,634,75,16,0.983,13,61,37,37.8,2006,defense
3,박한이,삼성,중견수,125,124,1072 1/3,5,0,266,11,2,0.982,0,0,0,-,2006,defense
3,이범호,한화,3루수,125,123,1059,13,0,91,242,23,0.962,0,0,0,-,2006,defense
5,김태균,한화,1루수,123,122,1056 1/3,3,0,1110,75,81,0.997,0,0,0,-,2006,defense
5,장성호,KIA,1루수,123,122,1071 1/3,8,0,1098,72,113,0.993,0,0,0,-,2006,defense
7,이대수,SK,유격수,122,115,1001 1/3,13,0,181,356,76,0.976,0,0,0,-,2006,defense
7,정성훈,현대,3루수,122,122,1033 1/3,19,0,81,245,21,0.945,0,0,0,-,2006,defense
9,김민재,한화,유격수,121,114,993,16,0,189,382,59,0.973,0,0,0,-,2006,defense
10,김상훈,KIA,포수,120,115,969 1/3,5,4,690,64,11,0.993,4,60,30,33.3,2006,defense
11,박용택,LG,좌익수,119,117,1007 2/3,2,0,216,7,1,0.991,0,0,0,-,2006,defense
11,이숭용,현대,1루수,119,113,931 2/3,4,0,978,55,96,0.996,0,0,0,-,2006,defense
13,이대호,롯데,1루수,118,118,972,7,0,1099,78,92,0.994,0,0,0,-,2006,defense
14,박진만,삼성,유격수,115,115,940 2/3,8,0,155,293,53,0.982,0,0,0,-,2006,defense
15,데이비스,한화,중견수,114,110,932 2/3,4,0,234,8,3,0.984,0,0,0,-,2006,defense
15,이병규,LG,중견수,114,114,963 1/3,2,0,246,5,2,0.992,0,0,0,-,2006,defense
17,김동수,현대,포수,113,108,889 1/3,4,1,686,41,7,0.995,2,70,17,19.5,2006,defense
18,김창희,삼성,우익수,112,85,783 1/3,3,0,196,5,1,0.985,0,0,0,-,2006,defense
18,강동우,두산,우익수,112,105,850,0,0,191,7,3,1.000,0,0,0,-,2006,defense
18,고동진,한화,우익수,112,74,809 1/3,3,0,202,8,1,0.986,0,0,0,-,2006,defense
21,고영민,두산,2루수,111,90,827 1/3,11,0,221,242,59,0.977,0,0,0,-,2006,defense
21,박경완,SK,포수,111,94,804 1/3,5,2,568,47,7,0.992,4,91,29,24.2,2006,defense
21,이진영,SK,우익수,111,107,931,2,0,216,9,3,0.991,0,0,0,-,2006,defense
21,조인성,LG,포수,111,101,840 1/3,5,1,507,51,5,0.991,6,40,21,34.4,2006,defense
25,박기혁,롯데,유격수,109,95,814 1/3,5,0,146,313,57,0.989,0,0,0,-,2006,defense
26,진갑용,삼성,포수,108,107,863 1/3,4,0,664,55,8,0.994,4,55,37,40.2,2006,defense
26,박재홍,SK,중견수,108,104,870 1/3,3,0,185,4,0,0.984,0,0,0,-,2006,defense
28,조동찬,삼성,3루수,107,104,899,9,0,68,220,16,0.970,0,0,0,-,2006,defense
